Name,Affiliation,Google Scholar Profile ,ORCID Profile ,Research Gate Profile,Resarch Interests/Focus,Tags,Collaborators,Notes
Kay Jang,Abilene Christian University,https://scholar.google.com/citations?user=FjJGDmEAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-9312-674X,n/a,"Statistics, evedince-based practice, Korean older adults, knowledge management, xenotransplantation",,,
Wahiba Abu-Ras,Adelphi University,https://scholar.google.com/citations?hl=en&user=ws7i4PUAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-3648-556X,https://www.researchgate.net/profile/Wahiba-Abu-Ras,"Arab Americans, Muslim communities, PTSD, 9/11, hate crimes, Muslim Americans, military personnel, college students and alcohol use, chaplains, gender discrimination",,,
Subadra Panchanadeswaran,Adelphi University,https://scholar.google.com/citations?hl=en&user=EHSnE8MAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-0687-6498,https://www.researchgate.net/profile/Subadra-Panchanadeswaran,"Violence, HIV/AIDS, substance use, IPV, sex work",,,
Katina Lang-Lindsey,Alabama A&M University,n/a,n/a,https://www.researchgate.net/profile/Katina-Lang-Lindsey,"Transplants, behavioral intervention, health disparities, chronic renal insufficiency, per intervention, disease management education",,,
Chie Noyori-Corbett,University of Oklahoma ,https://www.ou.edu/cas/socialwork/faculty-staff/faculty-contact/chie-noyori-corbett,https://orcid.org/0000-0003-1754-4824,https://www.researchgate.net/profile/Chie-Noyori-Corbett,"Women in distress and transition: Survival migration, livelihood, advocacy network, humanitarian innovation, female juvenile delinquency",,,
Jennifer Jettner,Auburn University,https://www.cla.auburn.edu/directory/jennifer-jettner/,https://orcid.org/0000-0001-5378-8418,https://www.researchgate.net/profile/Jennifer-Jettner-3,"food security, food justice, race and privilege",,,
Anupama Jacob,Azusa Pacific University,https://scholar.google.com/citations?user=_pCgOH4AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-1384-3651,https://www.researchgate.net/profile/Anupama-Jacob,"Poverty, trauma-informed care, homeless families, school social workers, criminal justice, low-income families, social work education",,,
Regina Chow Trammel,Azusa Pacific University,https://scholar.google.com/citations?user=pq8250MAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-6241-2922,https://www.researchgate.net/profile/Regina-Trammel,"christian mildfulness, religiously oriented social workers",,,
Carol Leung,Azusa Pacific University,https://scholar.google.com/citations?hl=en&user=zhpjNcsAAAAJ&inst=1297495080519272923,n/a,n/a,"mental health interventions, multicultural competencies, and translinguistic skills in clinical practice",,,
Camille Huggins,Walden University,https://sta.uwi.edu/fss/behaviouralsciences/staff/camille-huggins,https://orcid.org/0000-0002-8601-6331,https://www.researchgate.net/profile/Camille-Huggins,"Social exclusion, multiculturalism, older adults, migrants, death and grief",,,
Janella Melius,Walden University,n/a,n/a,https://www.researchgate.net/profile/Janella-Melius,"social determinant, obesity, Latino and African Ancestry, Caribbean Americans",,,
Savitri Dixon-Saxon,Walden University,n/a,n/a,https://www.researchgate.net/profile/Savitri-Dixon-Saxon,psychosocial identity of African American women; intergenerational workplace dynamics; and leadership and mentoring in distance education,,,
Felicia Tuggle,Walden University,https://scholar.google.com/citations?hl=en&user=yXD403wAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-0229-3949,n/a,"adolescents, HBCUs, community partnerships, international social work",,,
Krista Cooper,Walden University,https://scholar.google.com/citations?user=0-_88AgAAAAJ&hl=en&inst=1297495080519272923&oi=ao,n/a,https://www.researchgate.net/profile/Krista-Kamstra-Cooper,"Immigrant health, sexual and reproductive health, intimate partner violence, immigration policy",,,
Andre P. Stevenson,Walden University,https://scholar.google.com/citations?user=SBJ3li4AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-0554-3077,n/a,"HBCUs, anti-racism, global learning, study abroad",,,
Monica Adams,"Binghamton University, State University of New York",n/a,https://orcid.org/0000-0002-6482-5429,https://www.researchgate.net/profile/Monica-Adams-3/research,"Health disparities
Overweight and obesity among low income populations
Policies and ethics impacting the obesogenic environment",,,
Suk-Young (John) Kang,"Binghamton University, State University of New York",https://scholar.google.com/citations?hl=en&user=ftVBVrIAAAAJ,n/a,https://www.researchgate.net/profile/Suk-Young-Kang,"Depression and health status among Asian immigrant elders
Family caregiving
Social justice for immigrants and refugees
Depression among Asian Americans
Geriatric counseling",,,
Saumya Tripathi,"Binghamton University, State University of New York",n/a,https://orcid.org/0000-0001-6411-5470,https://www.researchgate.net/profile/Saumya-Tripathi-4,,,,
Dalhee Yoon,"Binghamton University, State University of New York",https://scholar.google.com/citations?hl=en&user=izkTFYUAAAAJ,https://orcid.org/orcid-search/search?searchQuery=Dalhee%20Yoon,https://www.researchgate.net/profile/Dalhee-Yoon,"Child maltreatment research
Peer relationships
Adolescent risk behaviors
Adolescent development",,,
Mamadou Mansor Seck,Cleveland State University,https://scholar.google.com/citations?hl=en&user=GJw4rpEAAAAJ,https://orcid.org/0000-0002-4733-0061,n/a,"Research on Youth; delinquency prevention and treatment programs; youth mental health; adult offenders diagnosed with mental health and co-occurring disorders; mental health of the elderly; pedagogy, andragogy, and learning.",,,
Jonghyun Lee,Bridgewater State University,n/a,n/a,https://www.researchgate.net/profile/Jonghyun-Lee-6,"cross-cultural, mental illness, coping behaviors, depressive symptoms, cultural bound syndromes, immigrant and refugee populations in the United States, socially just and culturally sensitive social work practice",,,
Kendra Flores-Carter,California Baptist University,https://scholar.google.com/citations?hl=en&user=mPq13_AAAAAJ,https://orcid.org/0000-0002-5989-0007,n/a,"Health Disparities, Maternal Mortality Rates, Infant Mortality Rates, Effectiveness of Doulas for Birthing Mothers",,,
Krystal Hays,California Baptist University,https://scholar.google.com/citations?hl=en&user=wK_Bw6wAAAAJ,https://orcid.org/0000-0002-5319-3980,https://www.researchgate.net/profile/Krystal-Hays,"Mental Health Promotion, Church-Based Interventions, African American Health, Health Disparities",,,
Cindy Vang,"California State University, Chico",https://scholar.google.com/citations?user=2P4Yu0EAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-8916-9210,https://www.researchgate.net/profile/Cindy-Vang-4,"improve the mental health of older refugees and immigrants by examining the experiences of aging, oppression, and cultural practices of resistance and resilience among Southeast Asian older adults and their families",,,Child of refugees (for own voices consideration)
Adriana Aldana,"California State University, Dominguez Hills",https://scholar.google.com/citations?hl=en&user=M0sILBcAAAAJ,n/a,https://www.researchgate.net/profile/Adriana-Aldana-2,an emphasis on youth sociopolitical empowerment. Her scholarship examines how participatory action research and multicultural organizing models build youths' capacity for anti-racism engagement,,,
Wendy Ashley,"California State University, Dominguez Hills",n/a,n/a,https://www.researchgate.net/profile/Wendy-Ashley-5,"supporting representation and voice for invisible, marginalized communities, enhancing anti-oppressive, intersectional pedagogy, trauma and identity based challenges",,,
"
Irán Barrera","California State University, Fresno",https://scholar.google.com/citations?user=tVOEZbsAAAAJ&hl=en&inst=1297495080519272923&oi=ao,n/a,n/a,health equity,,,
Reuben Addo,"California State University, Fresno",https://scholar.google.com/citations?hl=en&user=yUel59gAAAAJ,https://orcid.org/orcid-search/search?searchQuery=Reuben%20Addo,https://www.researchgate.net/profile/Reuben-Addo-3,,,,
Martha Vungkhanching,"California State University, Fresno",n/a,https://orcid.org/0000-0002-0838-6732,https://www.researchgate.net/profile/Martha-Vungkhanching,,,,
Sofya Bagdasaryan,"California State University, Los Angeles",n/a,https://orcid.org/0000-0002-5361-3041,https://www.researchgate.net/profile/Sofya-Bagdasaryan,"social justice—whether that be related to child welfare, immigration, or structural oppression",,,
Ga-Young. Choi,"California State University, Los Angeles",https://scholar.google.com/citations?user=QuK2frMAAAAJ&inst=9897619243961157265,n/a,n/a,domestic violence/ intimate partner violence (IPV); secondary traumatic stress of helping professionals working with the survivors of IPV often in organizational contexts; and the wellbeing of ethnic minorities and immigrants focusing on Asian Americans and Pacific Islanders,,,
Evaon Wong Kim,"California State University, Los Angeles",n/a,n/a,https://www.researchgate.net/profile/Evaon-Wong-Kim,cancer survivorship and quality of life issues confronting Chinese immigrant breast cancer patients,,,
José Miguel Paez,"California State University, Northridge",n/a,n/a,n/a,"decolonization, anti-colonial practice, critical race theory, feminism, intersectionality, liberation based-healing, historical trauma and healing centered engagement",,,"Publishing, but no profiles"
Serge Lee,"California State University, Sacramento",n/a,https://orcid.org/0000-0002-0880-3428,https://www.researchgate.net/profile/Serge-Lee,"Immigrants and refugees issues, Child and family SW, International SW, Behavioral health of minority groups",,,
Yawen Li,"California State University, San Bernardino",https://scholar.google.com/citations?hl=en&user=lo1P_NUAAAAJ,n/a,https://www.researchgate.net/profile/Yawen-Li-3,"Social determinants of health and health behaviors, Self-management of chronic illness, home and community based long-term care services, minority older adults",,,
Rigaud Joseph,"California State University, San Bernardino",n/a,https://orcid.org/0000-0002-1642-5762,https://www.researchgate.net/profile/Rigaud-Joseph,"Poverty and social welfare policies, wellbeing among low-income families, evaluation of program effectiveness, theory and scale development, social justice paradigm",,,
Shellye Sledge,"California State University, San Marcos",https://scholar.google.com/citations?hl=en&user=muyOPB0AAAAJ,https://orcid.org/0000-0002-6210-8856,https://www.researchgate.net/profile/Shellye-Sledge,,,,
Janice McCall,California University of Pennsylvania (PennWest California),https://scholar.google.com/citations?hl=en&user=UZPKEhsAAAAJ,https://orcid.org/0000-0003-1138-3716,n/a,Veterans,,,
Lalit Khandare,Pacific University,https://scholar.google.com/citations?hl=en&user=f8j1GGEAAAAJ,https://orcid.org/0000-0002-1274-0191,https://www.researchgate.net/profile/Lalit-Khandare,"domestic violence, global social work, and human rights",,,
Mustapha Alhassan,Clark Atlanta University,https://scholar.google.com/citations?user=To89YS0AAAAJ&hl=en&oi=ao&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Mustapha-Alhassan-2/research,"Health disparities, human trafficking, data science",,,
Shena Leverette Brown,Clark Atlanta University,https://scholar.google.com/citations?user=QXAbOwEAAAAJ&hl=en&oi=ao&inst=1297495080519272923,https://orcid.org/0000-0002-6688-2734,https://www.researchgate.net/profile/Shena-Brown,Race-based stress,,,
Kenya C. Jones,Clark Atlanta University,https://scholar.google.com/citations?user=27EgWGYAAAAJ&hl=en&oi=ao&inst=1297495080519272923,https://orcid.org/0000-0002-3187-1955,https://www.researchgate.net/profile/Kenya-Jones,"strengths perspective, mentorship",,,
Eyitayo Onifade,Clark Atlanta University,https://scholar.google.com/citations?user=c2AO3HAAAAAJ&hl=en&oi=ao&inst=1297495080519272923,,https://www.researchgate.net/profile/Eyitayo-Onifade,Juvenile justice,,,
Mamadou Mansor Seck,Cleveland State University,https://scholar.google.com/citations?user=GJw4rpEAAAAJ&hl=en&oi=ao&inst=1297495080519272923,https://orcid.org/0000-0002-4733-0061,n/a,Juvenile justice,,,
Eunlye Lee,Cleveland State University,https://scholar.google.com/citations?user=j8wVuVEAAAAJ&hl=en&oi=ao&inst=1297495080519272923,https://orcid.org/0000-0003-4285-7857,https://www.researchgate.net/profile/Eunlye-Lee,"health disparities, childhood adversity, food insecurity, social determinants of health",,,
I-Hsuan Lin,College of Saint Rose,https://scholar.google.com/citations?user=oHCktvcAAAAJ&hl=en&oi=sra&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/I-Hsuan-Lin-2,"gendered work-family interface, with a specific focus on caregivers’ work-family conflict (WFC) and structural solutions",,,
Vandana Chaudhry,College of Staten Island,https://scholar.google.com/citations?hl=en&user=gYHCQo4AAAAJ,n/a,https://www.researchgate.net/profile/Vandana-Chaudhry,"disability in the Global South, neoliberal governance, culturally and structurally competent practices, and disability justice",,,
Esther Son,College of Staten Island,https://scholar.google.com/citations?hl=en&user=AnZ1reMAAAAJ,https://orcid.org/0000-0003-4062-5200,https://www.researchgate.net/profile/Esther-Son,health and well-being of children and adults with disabilities and their families,,,
Eunhee Choi,Colorado State University,https://scholar.google.com/citations?hl=en&user=sAI6CDMAAAAJ,,https://www.researchgate.net/profile/Eunhee-Choi-4,"Aging, health, policy, productive aging, older workers, research methodology, and program evaluation",,,
Brianna Lemmons,Baylor University,https://scholar.google.com/citations?hl=en&user=UEyMSCwAAAAJ,https://orcid.org/0000-0003-4554-0396,n/a,"Predictors Non-Resident Father Involvement
The Role of Spirituality in Fathering
Effective Delivery of Research Related Curriculum Content in Social Work Programs
Evaluation of Fatherhood Programs
Assessment, Outcomes, and Accreditation Processes in Social Work Education Programs",,,
Sung Seek Moon,Baylor University,https://scholar.google.com/citations?hl=en&user=nAlZ9pEAAAAJ,https://orcid.org/0000-0002-4956-5358,https://www.researchgate.net/profile/Sung-Moon-2,"Mental health among racial minority groups
Influence of social contexts and environments
Addictive disorders
Substance abuse prevention in adolescents",,,
Zee Suntai,Baylor University,https://scholar.google.com/citations?user=DwJFIwoAAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0001-7150-8328,https://www.researchgate.net/profile/Zainab-Suntai,"Intersectionality
Palliative and End of Life Care
Death and Dying
Aging
Chronic Illness",,,
Leticia Villarreal Sosa,Dominican University,n/a,https://orcid.org/0000-0002-1378-4508,https://www.researchgate.net/profile/Leticia-Villarreal-Sosa,Diversity and Equity,,,
Mi Hwa Lee,East Carolina University,https://scholar.google.com/citations?user=sA1xPRsAAAAJ&hl=en&oi=sra&inst=1297495080519272923,n/a,n/a,"Cancer screening disparities, health literacy, aging",,,
Ken Saldanha,Eastern Michigan University,https://scholar.google.com/citations?user=G4LG56AAAAAJ&hl=en&inst=1297495080519272923&oi=sra,n/a,https://www.researchgate.net/profile/Kennedy-Saldanha-2,"migration, homelessness, marginalized youth, behavioral health, culturally responsive practice, and the development of critical qualitative research methods",,,
Rie Kobayashi,Eastern Washington University,https://scholar.google.com/citations?hl=en&user=I6tI9R4AAAAJ,n/a,https://www.researchgate.net/profile/Rie-Kobayashi-3,Aging,,,
Cassanda L. McKay-Jackson,Erikson Institute,https://scholar.google.com/citations?hl=en&user=xSrF6-0AAAAJ,n/a,https://www.researchgate.net/profile/Cassandra-Mckay-Jackson,School social work,,,
Viola Vaughan-Eden,Norfolk State University,n/a,https://orcid.org/0000-0002-7319-9386,https://www.researchgate.net/profile/Viola-Vaughan-Eden,child and family welfare,,,
Charles Birore,Norfolk State University,https://scholar.google.com/citations?hl=en&user=3kGxELoAAAAJ,https://orcid.org/0000-0002-1584-1385,https://www.researchgate.net/profile/Charles-Birore,"public policy, public health, economic development",,,
Erica Campbell,Fayetteville State University,n/a,n/a,https://www.researchgate.net/profile/Erica-Campbell-11,"Critical Race Theory, Racial Competency, Social Justice, Racial Justice, Intimate Partner Violence, Trauma, Health Disparities, Racial & Ethnic Minority Populations, Black Feminist Theory, Social Change, Intersectionality, Program Evaluation & Assessment, Curriculum Development",,,
Terri Moore Brown,Fayetteville State University,n/a,n/a,https://www.researchgate.net/profile/Terri-Brown-2,Military social work,,,
Yongqiang Zheng,George Fox University,https://scholar.google.com/citations?hl=en&user=fWr7ikUAAAAJ,https://orcid.org/0000-0002-5503-4262,https://www.researchgate.net/profile/Yongqiang-Zheng,"Aging Populations
End of Life Care
Grief",,,
Emily Ihara,George Mason University,n/a,https://orcid.org/0000-0002-3163-2380,https://www.researchgate.net/profile/Emily-Ihara,"Social determinants of health
Health inequities
Alzheimer’s disease and related dementias
Health outcomes for vulnerable populations
Social policy and system change",,,
Megumi Inoue,George Mason University,n/a,https://orcid.org/0000-0001-8077-6711,https://www.researchgate.net/profile/Megumi-Inoue-2,"End-of-life issues: Advance care planning and grief process
Patients’ autonomy and dignity in health care settings
Personalized music intervention for dementia",,,
JoAnn Lee,George Mason University,https://scholar.google.com/citations?hl=en&user=XJn8K50AAAAJ,https://orcid.org/0000-0002-5405-910X,https://www.researchgate.net/profile/Joann-Lee-3,"Young adults
Juvenile justice
Child welfare
Adolescents
Delinquency
Social services",,,
Y. Joon Choi,Georgia State University,n/a,https://orcid.org/0000-0002-5602-9107,https://www.researchgate.net/profile/Y-Joon-Choi,"childhood adversity, intimate partner violence",,,
Qiana R. Cryer-Coupet,Georgia State University,https://scholar.google.com/citations?hl=en&user=LtZ9kjAAAAAJ,https://orcid.org/0000-0002-4537-0799,https://www.researchgate.net/profile/Qiana-Cryer-Coupet,"fathering, kinship care, family well-being, black family dynamics",,,
Terri Lewinson,Georgia State University,https://scholar.google.com/citations?user=n93Qm4EAAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0002-1898-1500,https://www.researchgate.net/profile/Terri-Lewinson,aging in place,,,
"Lionel Scott, Jr.",Georgia State University,https://scholar.google.com/citations?hl=en&user=RjRcfRAAAAAJ,https://orcid.org/0000-0002-4694-1389,https://www.researchgate.net/profile/Lionel_Scott_Jr,"psychosocial functioning and help-seeking behaviors of ethnic minority youth and older youth transitioning from the foster care system, racial disparities in specialty mental health service use, and race-related stress and coping among Black youth",,,
Von Nebbitt,University of Nebraska at Omaha,https://scholar.google.com/citations?hl=en&user=TedYn9gAAAAJ,https://orcid.org/0000-0001-9635-5022,https://www.researchgate.net/profile/Von-Nebbitt,,,,
Henry D'Souza,University of Nebraska at Omaha,https://scholar.google.com/citations?hl=en&user=m0z8W-MAAAAJ,n/a,n/a,,,,
PETER MATAIRA,Hawai‘i Pacific University,n/a,https://orcid.org/0000-0003-3656-1371,https://www.researchgate.net/profile/Peter-Mataira,"Decolonizing social work, Indigenous research and evaluation methodologies, Social entrepreneurship and enterprise development, Sociology of underdevelopment and world systems, Family Group Conferencing, working with boys and men, Addictions, Harm reduction, Music and social work",,,
Ai Bo,University of Wisconsin - Milwaukee,https://scholar.google.com/citations?hl=en&user=UfQ2-6kAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Ai-Bo,,,,
Yura Lee,University of Wisconsin - Milwaukee,https://scholar.google.com/citations?user=vFk-oXUAAAAJ&hl=en&inst=1297495080519272923,https://orcid.org/0000-0002-1832-3786,n/a,"Aging population, mental health and cognitive impairment, caregiving",,,
David J. Pate Jr.,University of Wisconsin - Milwaukee,n/a,https://orcid.org/0000-0001-6919-1253,https://www.researchgate.net/scientific-contributions/David-J-Pate-Jr-2115992305,"effects of the social welfare system on black men, black fatherhood",,,
Jeehoon Kim,Idaho State University,n/a,n/a,https://www.researchgate.net/profile/Jeehoon-Kim,"aging and family studies, social policy, quantitative research method",,,
Gardenia Harris,Illinois State University,n/a,n/a,https://www.researchgate.net/profile/Gardenia_Harris,"Racial disparities in the provision of social serices, prevention of HIV in middle age black women, child welfare policies",,,
Esther Shin,Illinois State University,https://scholar.google.com/citations?user=12lBJbMAAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0002-7067-1374,n/a,,,,
Eun-Hye Grace Yi,Indiana State University,https://scholar.google.com/citations?user=4CPdCY0AAAAJ&hl=en&inst=1297495080519272923,https://orcid.org/0000-0002-1094-1205,https://www.researchgate.net/profile/Eun-Hye-Yi/research,"aging population, alzheimer's and cognitive disorders in rural areas, health disparities of immigrants and ethnic minorities, first-generation college students' perception and usage of social capital",,,
Sadaaki Fukui,Indiana University,https://scholar.google.com/citations?user=E6ttuHAAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-4484-2109,https://www.researchgate.net/profile/Sadaaki-Fukui,"improvement of strengths-based and client-centered practices via designing, implementing, and testing client-centered supervision and shared decision-making methods",,,
Carolyn Gentle-Genitty,Indiana University,https://scholar.google.com/citations?user=fYswmkkAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-1231-319X,https://www.researchgate.net/profile/Carolyn-Gentle-Genitty,"truancy and absenteeism, school-to-prison pipeline, gender violence, school programming and student engagement in education",,,
Vergil Gregory,Indiana University,n/a,n/a,https://www.researchgate.net/profile/Virgil-Gregory-Jr-2,"cognitive-behavioral therapy, systematic reviews, meta-analysis, clinical trials, psychometrics",,,
Michin Hong,Indiana University,https://scholar.google.com/citations?user=0RX0oBcAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-2781-7374,https://www.researchgate.net/profile/Michin-Hong,"Racial/ethnic disparities in health and access to health care, long term care for aging adults, home and community-based services, end of life caregivers, vulnerability in the online world, machine learning in health care",,,
Eric Kyere,Indiana University,n/a,https://orcid.org/0000-0003-3998-6324,https://www.researchgate.net/profile/Eric-Kyere-2,"Racial disparities in education and health, racial-ethnic socialization, racial-ethnic identity, youth development, parenting, equitable school climate, international social work, human trafficking",,,
Hasan Reza,Indiana University,https://scholar.google.com/citations?user=RCvg1LUAAAAJ&hl=en&inst=1297495080519272923&oi=sra,n/a,https://www.researchgate.net/profile/Md-Hasan-Reza,Social issues in Bangladesh,,,
E. Susana Mariscal,Indiana University,https://scholar.google.com/citations?user=YBoFtTEAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-5250-4791,n/a,"Child maltreatment prevention, promotion of resilience among children exposed to interpersonal trauma, intersections between child maltreatment, domestic violence, and substance use, youth aging out of foster care, latinx issues",,,
Otrude Nonteboko Moyo,Indiana University,n/a,n/a,https://www.researchgate.net/profile/Otrude-Moyo-2,"Social development issues, affrican immigrants and integration issues, indigenous knowledges and decolonizing methods, foundational philosophies in service provision, community engagement",,,Immigrant experience
Tarek Zidan,Indiana University,https://scholar.google.com/citations?user=TJib-fsAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0003-2220-0751,https://www.researchgate.net/profile/Tarek_Zidan,"Mental health, substance use, health issues, and discrimination within Muslim and Arab American communities",,,
Pedro Hernandez,Jackson State University,https://scholar.google.com/citations?user=MickNswAAAAJ&hl=en&inst=1297495080519272923,https://orcid.org/0000-0003-0150-2902,https://www.researchgate.net/profile/Pedro-Hernandez-2,"Child welfare, juvenile justice, disproportionate minority content",,,
Patrice Jenkins,Jackson State University,https://scholar.google.com/citations?hl=en&user=Vhqhw2oAAAAJ&inst=1297495080519272923,n/a,n/a,"Drinking behaviors among African American college students, collaborative care for victims of sex trafficking, suicide rates among African American teenagers",,,
Jaegoo Lee,Jackson State University,https://scholar.google.com/citations?hl=en&user=Jjn5R9gAAAAJ&view_op=list_works&sortby=pubdate&inst=1297495080519272923,https://orcid.org/0000-0001-9036-9212,n/a,"Child welfare, transracial adoptive families and socialization, adoption and foster care, adverse childhood experiences, bullying and cybetbullying, mental health in young adulthood and amon racial/ethnic and gender minorities, social technology and health outcomes, racial/ethnic disparities in health, climate change, distance learning, cultural sensitivity",,,
Eunkyung Yoon,Jackson State University,https://scholar.google.com/citations?user=kfUjzDEAAAAJ&hl=en&inst=1297495080519272923,n/a,n/a,"Health disparities and mental health of minority aging population, cross-cultural validation of measurements, geriatric/gerontological social work education, gender/women's issues, parent involvement for school aged children",,,
Kathryn Bocanegra,University of Illinois Chicago,n/a,n/a,n/a,"Community violence prevention, complex trauma and bereavement, working with survivors of violent crime, examining the intersection of the criminal justice system with urban neighborhoods",,,
Shih-Ying Cheng,University of Illinois Chicago,https://scholar.google.com/citations?user=QAOA0BsAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-8403-7016,https://www.researchgate.net/profile/Shih-Ying-Cheng,"Gender-based violence, evidence-based practive, recent immigrants",,,
Daysi Diaz-Strong,University of Illinois Chicago,https://scholar.google.com/citations?user=a8dsHM0AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-9352-9496,https://www.researchgate.net/profile/Daysi-Diaz-Strong,"Educational outcomes and experiences of Latinx undocumented immigrants, developmental trajectories of Latinx undocumented immigrants, impact of immigration policy on immigrants and immigrant families, identity development of immigrant populations",,,
Otima Doyle,University of Illinois Chicago,n/a,n/a,https://www.researchgate.net/profile/Otima-Doyle,"adverse childhood experiences, trauma-informed practice, youth of color, education equity",,,
Walter Gómez,University of Illinois Chicago,n/a,https://orcid.org/0000-0002-0217-7892,https://www.researchgate.net/profile/Walter-Gomez-4,"Substance use interventions for sexual minority men, structural, social, and cultural barriers to HIV prevention interventions, aging with HIV, social and sexual networks, social capital and social movements, intersectionality",,,
Creasie Finney Hairston,University of Illinois Chicago,n/a,n/a,n/a,"Impact of incarceration and community reentry on families and children, social welfare policies and services for aging populations",,,
Chang-ming Hsieh,University of Illinois Chicago,https://scholar.google.com/citations?user=nfvGFCkAAAAJ&hl=en&inst=1297495080519272923&oi=ao,n/a,https://www.researchgate.net/profile/Chang-Ming-Hsieh,"Quality of life, subjective well-being, life satisfaction, client satisfaction of social services for older adults",,,
Lisa Hines,University of Illinois Chicago,https://scholar.google.com/citations?user=z7haqMUAAAAJ&hl=en&inst=1297495080519272923&oi=sra,n/a,https://www.researchgate.net/profile/Lisa-Hines-2,"Diversity, equity, and incllusion, mission-driven outcomes",,,
John Holton,University of Illinois Chicago,n/a,https://orcid.org/0000-0002-9546-9359,n/a,"Elder exploitation and abuse prevention, community housing for older adults, collective efficacy and senior security",,,
Charles E. Hounmenou,University of Illinois Chicago,https://scholar.google.com/citations?user=FegD29IAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-8570-5488,https://www.researchgate.net/profile/Charles-Hounmenou-2,"Human trafficking, commercial sexual exploitation of children, human rights of detainees and immigrants",,,
Annette Johnson,University of Illinois Chicago,n/a,n/a,n/a,"Children's mental health, social and emotional learning, clinical practice in schools",,,
Laurenia Mangum,University of Illinois Chicago,https://scholar.google.com/citations?user=qQVh8gUAAAAJ&hl=en&inst=1297495080519272923&oi=ao,n/a,https://www.researchgate.net/profile/Laurenia-Mangum,"sexual health/reproductive health inequities among Black women, Biomendical/bahavioral HIV prevention interventions, gender/racial disparities in HIV care continuum outcomes, Maternal and family well-being, social networks",,,
Branden A. McLeod,University of Illinois Chicago,https://scholar.google.com/citations?user=p5Xqr44AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-5445-3345,https://www.researchgate.net/profile/Branden-Mcleod-2,"Fatherhood among Black fathers and families, reentry into society from incarceration, criminal justice reform",,,
Michelle-Ann Rhoden Neita,University of Illinois Chicago,https://scholar.google.com/citations?user=xEnmQRwAAAAJ&hl=en&inst=1297495080519272923&oi=sra,n/a,https://www.researchgate.net/profile/Michelle-Ann-Rhoden-Neita,"Educational and health outcomes of youth involved in the child welfare and justice systems, trauma-informed care for youth and young adults with adverse childhood experiences, biomarkers for psychological trauma, community reintegration programs in faith-based settings",,,
Chastity Owens,University of Illinois Chicago,n/a,https://orcid.org/0000-0003-0421-9221,n/a,"Evidence-based interventions in schools, clinical practice in education, social and emotional learning",,,
Latoya Brooks-Key,Johnson C. Smith University,n/a,https://orcid.org/0000-0002-5384-4827,https://www.researchgate.net/profile/Latoya-Brooks-2,"Sexuality, women empowerment, mental health",,,
Kareema J. Gray,Johnson C. Smith University,n/a,n/a,n/a,"Effectiveness of community initiatives to alleviate poverty, international disaster case management/disaster response, social justice, social advocacy, adolescent education issues",,,
Melvin Herring,Johnson C. Smith University,n/a,n/a,n/a,"Books include ""Human Behavior Theory"" and ""Social Work Practice with Marginalized Opressed Populations""",,,
Bianca Channer,Kennesaw State University,https://scholar.google.com/citations?hl=en&user=Zde97xcAAAAJ&inst=1297495080519272923,https://orcid.org/0009-0000-6151-488X,n/a,"Incarceration, spirituality, mental health",,,
Monica Nandan,Kennesaw State University,https://scholar.google.com/citations?hl=en&user=icVb6moAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-0952-7963,n/a,"Education, Asian-American immigration, end-of life, aging populations",,,
Tatiana Villarreal-Otalora,Kennesaw State University,https://scholar.google.com/citations?user=vF-zPV4AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0003-2836-4773,researchgate.net/profile/Tatiana-Villarreal-Otalora/research,"Adolescent development, family studies, suicide prevention, working with latinx families",,,
